1 3187239
2 2220579
3 1405841
4 828644
5 1559174
6 688897
7 709629
8 633135
9 661657
10 786381
11 628890
12 752400
13 830613
14 807629
15 781255
16 852065
17 1225900
18 699849
19 867449
20 772773
21 697068
22 845432
23 795542
24 836375
25 902957
26 908574
27 663779
28 833013
29 772658
30 807137
